COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
United States of America,2009,41,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,41,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,41,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,41,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,41,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,41,ILI OUTPATIENTS,ALL,,,,,857739.00
United States of America,2009,41,ILI SITES NUMBER,,,,,,2095.00
United States of America,2009,41,TOALTA MORTALITY,ALL,,,,,10175.00
United States of America,2009,41,PNI MORTALITY,ALL,,,,,935.00
United States of America,2009,41,TREND,,,,,,Not Available
United States of America,2009,41,INTENSITY,,,,,,Not Available
United States of America,2009,41,IMPACT,,,,,,Not Available
United States of America,2009,41,GEOSPREAD,,,,,,Not Available
United States of America,2009,41,COMMENTS,,,,,,
United States of America,2009,42,ILI CASES,0TO4,,,,,12808.00
United States of America,2009,42,ILI CASES,5TO24,,,,,38110.00
United States of America,2009,42,ILI CASES,25TO49,,,,,11679.00
United States of America,2009,42,ILI CASES,50TO64,,,,,2890.00
United States of America,2009,42,ILI CASES,65TO,,,,,1030.00
United States of America,2009,42,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,42,ILI CASES,ALL,,,,,66517.00
United States of America,2009,42,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,42,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,42,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,42,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,42,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,42,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,42,ILI OUTPATIENTS,ALL,,,,,898742.00
United States of America,2009,42,ILI SITES NUMBER,,,,,,2118.00
United States of America,2009,42,TOALTA MORTALITY,ALL,,,,,11068.00
United States of America,2009,42,PNI MORTALITY,ALL,,,,,890.00
United States of America,2009,42,TREND,,,,,,Not Available
United States of America,2009,42,INTENSITY,,,,,,Not Available
United States of America,2009,42,IMPACT,,,,,,Not Available
United States of America,2009,42,GEOSPREAD,,,,,,Not Available
United States of America,2009,42,COMMENTS,,,,,,
United States of America,2009,43,ILI CASES,0TO4,,,,,12968.00
United States of America,2009,43,ILI CASES,5TO24,,,,,36225.00
United States of America,2009,43,ILI CASES,25TO49,,,,,11601.00
United States of America,2009,43,ILI CASES,50TO64,,,,,2978.00
United States of America,2009,43,ILI CASES,65TO,,,,,1105.00
United States of America,2009,43,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,43,ILI CASES,ALL,,,,,64877.00
United States of America,2009,43,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,43,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,43,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,43,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,43,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,43,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,43,ILI OUTPATIENTS,ALL,,,,,904156.00
United States of America,2009,43,ILI SITES NUMBER,,,,,,2137.00
United States of America,2009,43,TOALTA MORTALITY,ALL,,,,,11205.00
United States of America,2009,43,PNI MORTALITY,ALL,,,,,885.00
United States of America,2009,43,TREND,,,,,,Not Available
United States of America,2009,43,INTENSITY,,,,,,Not Available
United States of America,2009,43,IMPACT,,,,,,Not Available
United States of America,2009,43,GEOSPREAD,,,,,,Not Available
United States of America,2009,43,COMMENTS,,,,,,
United States of America,2009,44,ILI CASES,0TO4,,,,,11790.00
United States of America,2009,44,ILI CASES,5TO24,,,,,30108.00
United States of America,2009,44,ILI CASES,25TO49,,,,,9665.00
United States of America,2009,44,ILI CASES,50TO64,,,,,2539.00
United States of America,2009,44,ILI CASES,65TO,,,,,1080.00
United States of America,2009,44,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,44,ILI CASES,ALL,,,,,55182.00
United States of America,2009,44,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,44,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,44,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,44,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,44,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,44,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,44,ILI OUTPATIENTS,ALL,,,,,894218.00
United States of America,2009,44,ILI SITES NUMBER,,,,,,2151.00
United States of America,2009,44,TOALTA MORTALITY,ALL,,,,,10902.00
United States of America,2009,44,PNI MORTALITY,ALL,,,,,894.00
United States of America,2009,44,TREND,,,,,,Not Available
United States of America,2009,44,INTENSITY,,,,,,Not Available
United States of America,2009,44,IMPACT,,,,,,Not Available
United States of America,2009,44,GEOSPREAD,,,,,,Not Available
United States of America,2009,44,COMMENTS,,,,,,
United States of America,2009,45,ILI CASES,0TO4,,,,,9951.00
United States of America,2009,45,ILI CASES,5TO24,,,,,20758.00
United States of America,2009,45,ILI CASES,25TO49,,,,,7771.00
United States of America,2009,45,ILI CASES,50TO64,,,,,2240.00
United States of America,2009,45,ILI CASES,65TO,,,,,949.00
United States of America,2009,45,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,45,ILI CASES,ALL,,,,,41669.00
United States of America,2009,45,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,45,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,45,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,45,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,45,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,45,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,45,ILI OUTPATIENTS,ALL,,,,,859319.00
United States of America,2009,45,ILI SITES NUMBER,,,,,,2142.00
United States of America,2009,45,TOALTA MORTALITY,ALL,,,,,10664.00
United States of America,2009,45,PNI MORTALITY,ALL,,,,,829.00
United States of America,2009,45,TREND,,,,,,Not Available
United States of America,2009,45,INTENSITY,,,,,,Not Available
United States of America,2009,45,IMPACT,,,,,,Not Available
United States of America,2009,45,GEOSPREAD,,,,,,Not Available
United States of America,2009,45,COMMENTS,,,,,,
United States of America,2009,46,ILI CASES,0TO4,,,,,8823.00
United States of America,2009,46,ILI CASES,5TO24,,,,,14458.00
United States of America,2009,46,ILI CASES,25TO49,,,,,5963.00
United States of America,2009,46,ILI CASES,50TO64,,,,,1784.00
United States of America,2009,46,ILI CASES,65TO,,,,,856.00
United States of America,2009,46,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,46,ILI CASES,ALL,,,,,31884.00
United States of America,2009,46,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,46,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,46,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,46,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,46,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,46,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,46,ILI OUTPATIENTS,ALL,,,,,851752.00
United States of America,2009,46,ILI SITES NUMBER,,,,,,2114.00
United States of America,2009,46,TOALTA MORTALITY,ALL,,,,,11489.00
United States of America,2009,46,PNI MORTALITY,ALL,,,,,826.00
United States of America,2009,46,TREND,,,,,,Not Available
United States of America,2009,46,INTENSITY,,,,,,Not Available
United States of America,2009,46,IMPACT,,,,,,Not Available
United States of America,2009,46,GEOSPREAD,,,,,,Not Available
United States of America,2009,46,COMMENTS,,,,,,
United States of America,2009,47,ILI CASES,0TO4,,,,,7678.00
United States of America,2009,47,ILI CASES,5TO24,,,,,8162.00
United States of America,2009,47,ILI CASES,25TO49,,,,,4242.00
United States of America,2009,47,ILI CASES,50TO64,,,,,1396.00
United States of America,2009,47,ILI CASES,65TO,,,,,760.00
United States of America,2009,47,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,47,ILI CASES,ALL,,,,,22238.00
United States of America,2009,47,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,47,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,47,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,47,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,47,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,47,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,47,ILI OUTPATIENTS,ALL,,,,,652849.00
United States of America,2009,47,ILI SITES NUMBER,,,,,,2108.00
United States of America,2009,47,TOALTA MORTALITY,ALL,,,,,8444.00
United States of America,2009,47,PNI MORTALITY,ALL,,,,,861.00
United States of America,2009,47,TREND,,,,,,Not Available
United States of America,2009,47,INTENSITY,,,,,,Not Available
United States of America,2009,47,IMPACT,,,,,,Not Available
United States of America,2009,47,GEOSPREAD,,,,,,Not Available
United States of America,2009,47,COMMENTS,,,,,,
United States of America,2009,48,ILI CASES,0TO4,,,,,7406.00
United States of America,2009,48,ILI CASES,5TO24,,,,,8055.00
United States of America,2009,48,ILI CASES,25TO49,,,,,4167.00
United States of America,2009,48,ILI CASES,50TO64,,,,,1455.00
United States of America,2009,48,ILI CASES,65TO,,,,,797.00
United States of America,2009,48,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,48,ILI CASES,ALL,,,,,21880.00
United States of America,2009,48,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,48,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,48,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,48,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,48,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,48,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,48,ILI OUTPATIENTS,ALL,,,,,820664.00
United States of America,2009,48,ILI SITES NUMBER,,,,,,2075.00
United States of America,2009,48,TOALTA MORTALITY,ALL,,,,,11969.00
United States of America,2009,48,PNI MORTALITY,ALL,,,,,812.00
United States of America,2009,48,TREND,,,,,,Not Available
United States of America,2009,48,INTENSITY,,,,,,Not Available
United States of America,2009,48,IMPACT,,,,,,Not Available
United States of America,2009,48,GEOSPREAD,,,,,,Not Available
United States of America,2009,48,COMMENTS,,,,,,
United States of America,2009,49,ILI CASES,0TO4,,,,,6379.00
United States of America,2009,49,ILI CASES,5TO24,,,,,7089.00
United States of America,2009,49,ILI CASES,25TO49,,,,,3487.00
United States of America,2009,49,ILI CASES,50TO64,,,,,1272.00
United States of America,2009,49,ILI CASES,65TO,,,,,699.00
United States of America,2009,49,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,49,ILI CASES,ALL,,,,,18926.00
United States of America,2009,49,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,49,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,49,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,49,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,49,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,49,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,49,ILI OUTPATIENTS,ALL,,,,,779428.00
United States of America,2009,49,ILI SITES NUMBER,,,,,,2043.00
United States of America,2009,49,TOALTA MORTALITY,ALL,,,,,11901.00
United States of America,2009,49,PNI MORTALITY,ALL,,,,,774.00
United States of America,2009,49,TREND,,,,,,Not Available
United States of America,2009,49,INTENSITY,,,,,,Not Available
United States of America,2009,49,IMPACT,,,,,,Not Available
United States of America,2009,49,GEOSPREAD,,,,,,Not Available
United States of America,2009,49,COMMENTS,,,,,,
United States of America,2009,50,ILI CASES,0TO4,,,,,6187.00
United States of America,2009,50,ILI CASES,5TO24,,,,,5713.00
United States of America,2009,50,ILI CASES,25TO49,,,,,3174.00
United States of America,2009,50,ILI CASES,50TO64,,,,,1094.00
United States of America,2009,50,ILI CASES,65TO,,,,,648.00
United States of America,2009,50,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,50,ILI CASES,ALL,,,,,16816.00
United States of America,2009,50,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,50,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,50,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,50,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,50,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,50,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,50,ILI OUTPATIENTS,ALL,,,,,727828.00
United States of America,2009,50,ILI SITES NUMBER,,,,,,1967.00
United States of America,2009,50,TOALTA MORTALITY,ALL,,,,,11484.00
United States of America,2009,50,PNI MORTALITY,ALL,,,,,741.00
United States of America,2009,50,TREND,,,,,,Not Available
United States of America,2009,50,INTENSITY,,,,,,Not Available
United States of America,2009,50,IMPACT,,,,,,Not Available
United States of America,2009,50,GEOSPREAD,,,,,,Not Available
United States of America,2009,50,COMMENTS,,,,,,
United States of America,2009,51,ILI CASES,0TO4,,,,,5920.00
United States of America,2009,51,ILI CASES,5TO24,,,,,4033.00
United States of America,2009,51,ILI CASES,25TO49,,,,,2568.00
United States of America,2009,51,ILI CASES,50TO64,,,,,1020.00
United States of America,2009,51,ILI CASES,65TO,,,,,613.00
United States of America,2009,51,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,51,ILI CASES,ALL,,,,,14154.00
United States of America,2009,51,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,51,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,51,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,51,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,51,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,51,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,51,ILI OUTPATIENTS,ALL,,,,,532046.00
United States of America,2009,51,ILI SITES NUMBER,,,,,,1889.00
United States of America,2009,51,TOALTA MORTALITY,ALL,,,,,9143.00
United States of America,2009,51,PNI MORTALITY,ALL,,,,,761.00
United States of America,2009,51,TREND,,,,,,Not Available
United States of America,2009,51,INTENSITY,,,,,,Not Available
United States of America,2009,51,IMPACT,,,,,,Not Available
United States of America,2009,51,GEOSPREAD,,,,,,Not Available
United States of America,2009,51,COMMENTS,,,,,,
United States of America,2009,52,ILI CASES,0TO4,,,,,6581.00
United States of America,2009,52,ILI CASES,5TO24,,,,,3700.00
United States of America,2009,52,ILI CASES,25TO49,,,,,3154.00
United States of America,2009,52,ILI CASES,50TO64,,,,,1264.00
United States of America,2009,52,ILI CASES,65TO,,,,,800.00
United States of America,2009,52,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2009,52,ILI CASES,ALL,,,,,15499.00
United States of America,2009,52,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2009,52,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2009,52,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2009,52,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2009,52,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2009,52,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2009,52,ILI OUTPATIENTS,ALL,,,,,580365.00
United States of America,2009,52,ILI SITES NUMBER,,,,,,1897.00
United States of America,2009,52,TOALTA MORTALITY,ALL,,,,,9503.00
United States of America,2009,52,PNI MORTALITY,ALL,,,,,777.00
United States of America,2009,52,TREND,,,,,,Not Available
United States of America,2009,52,INTENSITY,,,,,,Not Available
United States of America,2009,52,IMPACT,,,,,,Not Available
United States of America,2009,52,GEOSPREAD,,,,,,Not Available
United States of America,2009,52,COMMENTS,,,,,,
United States of America,2010,1,ILI CASES,0TO4,,,,,5065.00
United States of America,2010,1,ILI CASES,5TO24,,,,,3968.00
United States of America,2010,1,ILI CASES,25TO49,,,,,3287.00
United States of America,2010,1,ILI CASES,50TO64,,,,,1239.00
United States of America,2010,1,ILI CASES,65TO,,,,,766.00
United States of America,2010,1,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2010,1,ILI CASES,ALL,,,,,14325.00
United States of America,2010,1,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2010,1,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2010,1,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2010,1,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2010,1,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2010,1,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2010,1,ILI OUTPATIENTS,ALL,,,,,725118.00
United States of America,2010,1,ILI SITES NUMBER,,,,,,1967.00
United States of America,2010,1,TOALTA MORTALITY,ALL,,,,,13393.00
United States of America,2010,1,PNI MORTALITY,ALL,,,,,693.00
United States of America,2010,1,TREND,,,,,,Not Available
United States of America,2010,1,INTENSITY,,,,,,Not Available
United States of America,2010,1,IMPACT,,,,,,Not Available
United States of America,2010,1,GEOSPREAD,,,,,,Not Available
United States of America,2010,1,COMMENTS,,,,,,
United States of America,2010,2,ILI CASES,0TO4,,,,,4875.00
United States of America,2010,2,ILI CASES,5TO24,,,,,4573.00
United States of America,2010,2,ILI CASES,25TO49,,,,,2705.00
United States of America,2010,2,ILI CASES,50TO64,,,,,1149.00
United States of America,2010,2,ILI CASES,65TO,,,,,606.00
United States of America,2010,2,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2010,2,ILI CASES,ALL,,,,,13908.00
United States of America,2010,2,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2010,2,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2010,2,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2010,2,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2010,2,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2010,2,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2010,2,ILI OUTPATIENTS,ALL,,,,,772348.00
United States of America,2010,2,ILI SITES NUMBER,,,,,,1981.00
United States of America,2010,2,TOALTA MORTALITY,ALL,,,,,13019.00
United States of America,2010,2,PNI MORTALITY,ALL,,,,,673.00
United States of America,2010,2,TREND,,,,,,Not Available
United States of America,2010,2,INTENSITY,,,,,,Not Available
United States of America,2010,2,IMPACT,,,,,,Not Available
United States of America,2010,2,GEOSPREAD,,,,,,Not Available
United States of America,2010,2,COMMENTS,,,,,,
United States of America,2010,3,ILI CASES,0TO4,,,,,5324.00
United States of America,2010,3,ILI CASES,5TO24,,,,,4987.00
United States of America,2010,3,ILI CASES,25TO49,,,,,2589.00
United States of America,2010,3,ILI CASES,50TO64,,,,,972.00
United States of America,2010,3,ILI CASES,65TO,,,,,569.00
United States of America,2010,3,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2010,3,ILI CASES,ALL,,,,,14441.00
United States of America,2010,3,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2010,3,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2010,3,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2010,3,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2010,3,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2010,3,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2010,3,ILI OUTPATIENTS,ALL,,,,,761742.00
United States of America,2010,3,ILI SITES NUMBER,,,,,,2012.00
United States of America,2010,3,TOALTA MORTALITY,ALL,,,,,12046.00
United States of America,2010,3,PNI MORTALITY,ALL,,,,,739.00
United States of America,2010,3,TREND,,,,,,Not Available
United States of America,2010,3,INTENSITY,,,,,,Not Available
United States of America,2010,3,IMPACT,,,,,,Not Available
United States of America,2010,3,GEOSPREAD,,,,,,Not Available
United States of America,2010,3,COMMENTS,,,,,,
United States of America,2010,4,ILI CASES,0TO4,,,,,5288.00
United States of America,2010,4,ILI CASES,5TO24,,,,,5536.00
United States of America,2010,4,ILI CASES,25TO49,,,,,2457.00
United States of America,2010,4,ILI CASES,50TO64,,,,,1003.00
United States of America,2010,4,ILI CASES,65TO,,,,,513.00
United States of America,2010,4,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2010,4,ILI CASES,ALL,,,,,14797.00
United States of America,2010,4,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2010,4,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2010,4,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2010,4,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2010,4,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2010,4,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2010,4,ILI OUTPATIENTS,ALL,,,,,782236.00
United States of America,2010,4,ILI SITES NUMBER,,,,,,1984.00
United States of America,2010,4,TOALTA MORTALITY,ALL,,,,,12466.00
United States of America,2010,4,PNI MORTALITY,ALL,,,,,679.00
United States of America,2010,4,TREND,,,,,,Not Available
United States of America,2010,4,INTENSITY,,,,,,Not Available
United States of America,2010,4,IMPACT,,,,,,Not Available
United States of America,2010,4,GEOSPREAD,,,,,,Not Available
United States of America,2010,4,COMMENTS,,,,,,
United States of America,2010,5,ILI CASES,0TO4,,,,,5822.00
United States of America,2010,5,ILI CASES,5TO24,,,,,6091.00
United States of America,2010,5,ILI CASES,25TO49,,,,,2509.00
United States of America,2010,5,ILI CASES,50TO64,,,,,917.00
United States of America,2010,5,ILI CASES,65TO,,,,,538.00
United States of America,2010,5,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2010,5,ILI CASES,ALL,,,,,15877.00
United States of America,2010,5,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2010,5,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2010,5,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2010,5,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2010,5,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2010,5,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2010,5,ILI OUTPATIENTS,ALL,,,,,767323.00
United States of America,2010,5,ILI SITES NUMBER,,,,,,1955.00
United States of America,2010,5,TOALTA MORTALITY,ALL,,,,,12172.00
United States of America,2010,5,PNI MORTALITY,ALL,,,,,651.00
United States of America,2010,5,TREND,,,,,,Not Available
United States of America,2010,5,INTENSITY,,,,,,Not Available
United States of America,2010,5,IMPACT,,,,,,Not Available
United States of America,2010,5,GEOSPREAD,,,,,,Not Available
United States of America,2010,5,COMMENTS,,,,,,
United States of America,2010,6,ILI CASES,0TO4,,,,,5531.00
United States of America,2010,6,ILI CASES,5TO24,,,,,5548.00
United States of America,2010,6,ILI CASES,25TO49,,,,,2598.00
United States of America,2010,6,ILI CASES,50TO64,,,,,980.00
United States of America,2010,6,ILI CASES,65TO,,,,,651.00
United States of America,2010,6,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2010,6,ILI CASES,ALL,,,,,15308.00
United States of America,2010,6,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2010,6,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2010,6,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2010,6,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2010,6,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2010,6,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2010,6,ILI OUTPATIENTS,ALL,,,,,753539.00
United States of America,2010,6,ILI SITES NUMBER,,,,,,1944.00
United States of America,2010,6,TOALTA MORTALITY,ALL,,,,,11447.00
United States of America,2010,6,PNI MORTALITY,ALL,,,,,678.00
United States of America,2010,6,TREND,,,,,,Not Available
United States of America,2010,6,INTENSITY,,,,,,Not Available
United States of America,2010,6,IMPACT,,,,,,Not Available
United States of America,2010,6,GEOSPREAD,,,,,,Not Available
United States of America,2010,6,COMMENTS,,,,,,
United States of America,2010,7,ILI CASES,0TO4,,,,,5335.00
United States of America,2010,7,ILI CASES,5TO24,,,,,5462.00
United States of America,2010,7,ILI CASES,25TO49,,,,,2536.00
United States of America,2010,7,ILI CASES,50TO64,,,,,953.00
United States of America,2010,7,ILI CASES,65TO,,,,,484.00
United States of America,2010,7,ILI CASES,UNKNOWN,,,,,0.00
United States of America,2010,7,ILI CASES,ALL,,,,,14770.00
United States of America,2010,7,ILI OUTPATIENTS,0TO4,,,,,0.00
United States of America,2010,7,ILI OUTPATIENTS,5TO24,,,,,0.00
United States of America,2010,7,ILI OUTPATIENTS,25TO49,,,,,0.00
United States of America,2010,7,ILI OUTPATIENTS,50TO64,,,,,0.00
United States of America,2010,7,ILI OUTPATIENTS,65TO,,,,,0.00
United States of America,2010,7,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United States of America,2010,7,ILI OUTPATIENTS,ALL,,,,,753052.00
United States of America,2010,7,ILI SITES NUMBER,,,,,,1913.00
