COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
United Kingdom of Great Britain and Northern Ireland,2009,28,SARI DEATHS,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,28,SARI DEATHS,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,28,SARI DEATHS,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,28,SARI DEATHS,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,28,SARI SITES NUMBER,,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,28,TOALTA MORTALITY,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,28,PNI MORTALITY,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,28,TREND,,,,,,Unchanged
United Kingdom of Great Britain and Northern Ireland,2009,28,INTENSITY,,,,,,High
United Kingdom of Great Britain and Northern Ireland,2009,28,IMPACT,,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,28,GEOSPREAD,,,,,,Widespread
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI CASES,0TO4,,,,,140.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI CASES,5TO14,,,,,290.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI CASES,15TO64,,,,,870.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI CASES,65TO,,,,,46.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI CASES,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI CASES,ALL,,,,,1346.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI OUTPATIENTS,0TO4,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI OUTPATIENTS,5TO14,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI OUTPATIENTS,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI OUTPATIENTS,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI OUTPATIENTS,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI POPULATION COVERED,0TO4,,,,,50364.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI POPULATION COVERED,5TO14,,,,,99898.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI POPULATION COVERED,15TO64,,,,,577981.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI POPULATION COVERED,65TO,,,,,138498.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI POPULATION COVERED,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ILI SITES NUMBER,,,,,,89.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI CASES,0TO4,,,,,594.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI CASES,5TO14,,,,,761.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI CASES,15TO64,,,,,2277.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI CASES,65TO,,,,,387.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI CASES,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI CASES,ALL,,,,,4019.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI OUTPATIENTS,0TO4,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI OUTPATIENTS,5TO14,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI OUTPATIENTS,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI OUTPATIENTS,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI OUTPATIENTS,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI OUTPATIENTS,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI POPULATION COVERED,0TO4,,,,,50364.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI POPULATION COVERED,5TO14,,,,,99898.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI POPULATION COVERED,15TO64,,,,,577981.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI POPULATION COVERED,65TO,,,,,138498.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI POPULATION COVERED,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,ARI SITES NUMBER,,,,,,89.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI CASES,0TO4,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI CASES,5TO14,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI CASES,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI CASES,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI CASES,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI CASES,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI INPATIENTS,0TO4,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI INPATIENTS,5TO14,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI INPATIENTS,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI INPATIENTS,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI INPATIENTS,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI INPATIENTS,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI POPULATION COVERED,0TO4,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI POPULATION COVERED,5TO14,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI POPULATION COVERED,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI POPULATION COVERED,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI POPULATION COVERED,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI DEATHS,0TO4,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI DEATHS,5TO14,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI DEATHS,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI DEATHS,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI DEATHS,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI DEATHS,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,SARI SITES NUMBER,,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,TOALTA MORTALITY,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,29,PNI MORTALITY,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,29,TREND,,,,,,Unchanged
United Kingdom of Great Britain and Northern Ireland,2009,29,INTENSITY,,,,,,High
United Kingdom of Great Britain and Northern Ireland,2009,29,IMPACT,,,,,,Not Available
United Kingdom of Great Britain and Northern Ireland,2009,29,GEOSPREAD,,,,,,Widespread
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI CASES,0TO4,,,,,136.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI CASES,5TO14,,,,,169.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI CASES,15TO64,,,,,763.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI CASES,65TO,,,,,51.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI CASES,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI CASES,ALL,,,,,1119.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI OUTPATIENTS,0TO4,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI OUTPATIENTS,5TO14,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI OUTPATIENTS,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI OUTPATIENTS,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI OUTPATIENTS,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI OUTPATIENTS,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI POPULATION COVERED,0TO4,,,,,92730.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI POPULATION COVERED,5TO14,,,,,539736.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI POPULATION COVERED,15TO64,,,,,130231.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI POPULATION COVERED,65TO,,,,,809635.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI POPULATION COVERED,ALL,,,,,46938.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ILI SITES NUMBER,,,,,,420.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI CASES,0TO4,,,,,529.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI CASES,5TO14,,,,,459.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI CASES,15TO64,,,,,2044.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI CASES,65TO,,,,,369.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI CASES,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI CASES,ALL,,,,,3401.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI OUTPATIENTS,0TO4,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI OUTPATIENTS,5TO14,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI OUTPATIENTS,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI OUTPATIENTS,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI OUTPATIENTS,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI OUTPATIENTS,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI POPULATION COVERED,0TO4,,,,,92730.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI POPULATION COVERED,5TO14,,,,,539736.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI POPULATION COVERED,15TO64,,,,,130231.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI POPULATION COVERED,65TO,,,,,809635.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI POPULATION COVERED,ALL,,,,,46938.00
United Kingdom of Great Britain and Northern Ireland,2009,30,ARI SITES NUMBER,,,,,,420.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI CASES,0TO4,,,,,442.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI CASES,5TO14,,,,,195.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI CASES,15TO64,,,,,799.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI CASES,65TO,,,,,229.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI CASES,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI CASES,ALL,,,,,1665.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI INPATIENTS,0TO4,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI INPATIENTS,5TO14,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI INPATIENTS,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI INPATIENTS,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI INPATIENTS,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI INPATIENTS,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI POPULATION COVERED,0TO4,,,,,2955462.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI POPULATION COVERED,5TO14,,,,,6718519.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI POPULATION COVERED,15TO64,,,,,33003261.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI POPULATION COVERED,65TO,,,,,8085703.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI POPULATION COVERED,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI DEATHS,0TO4,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI DEATHS,5TO14,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI DEATHS,15TO64,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI DEATHS,65TO,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI DEATHS,UNKNOWN,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI DEATHS,ALL,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,SARI SITES NUMBER,,,,,,0.00
United Kingdom of Great Britain and Northern Ireland,2009,30,TOALTA MORTALITY,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,30,PNI MORTALITY,ALL,,,,,27.00
United Kingdom of Great Britain and Northern Ireland,2009,30,TREND,,,,,,Unchanged
United Kingdom of Great Britain and Northern Ireland,2009,30,INTENSITY,,,,,,High
United Kingdom of Great Britain and Northern Ireland,2009,30,IMPACT,,,,,,Not Available
United Kingdom of Great Britain and Northern Ireland,2009,30,GEOSPREAD,,,,,,Widespread
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI CASES,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI CASES,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI CASES,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI CASES,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI CASES,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI CASES,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI OUTPATIENTS,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI OUTPATIENTS,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI OUTPATIENTS,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI OUTPATIENTS,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI OUTPATIENTS,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI OUTPATIENTS,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI POPULATION COVERED,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI POPULATION COVERED,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI POPULATION COVERED,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI POPULATION COVERED,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI POPULATION COVERED,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI POPULATION COVERED,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ILI SITES NUMBER,,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI CASES,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI CASES,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI CASES,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI CASES,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI CASES,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI CASES,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI OUTPATIENTS,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI OUTPATIENTS,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI OUTPATIENTS,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI OUTPATIENTS,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI OUTPATIENTS,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI OUTPATIENTS,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI POPULATION COVERED,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI POPULATION COVERED,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI POPULATION COVERED,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI POPULATION COVERED,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI POPULATION COVERED,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI POPULATION COVERED,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,ARI SITES NUMBER,,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI CASES,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI CASES,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI CASES,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI CASES,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI CASES,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI CASES,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI INPATIENTS,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI INPATIENTS,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI INPATIENTS,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI INPATIENTS,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI INPATIENTS,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI INPATIENTS,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI POPULATION COVERED,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI POPULATION COVERED,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI POPULATION COVERED,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI POPULATION COVERED,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI POPULATION COVERED,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI DEATHS,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI DEATHS,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI DEATHS,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI DEATHS,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI DEATHS,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI DEATHS,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,SARI SITES NUMBER,,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,TOALTA MORTALITY,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,PNI MORTALITY,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,31,TREND,,,,,,Decreasing
United Kingdom of Great Britain and Northern Ireland,2009,31,INTENSITY,,,,,,Low/Moderate
United Kingdom of Great Britain and Northern Ireland,2009,31,IMPACT,,,,,,Not Available
United Kingdom of Great Britain and Northern Ireland,2009,31,GEOSPREAD,,,,,,Widespread
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI CASES,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI CASES,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI CASES,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI CASES,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI CASES,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI CASES,ALL,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI OUTPATIENTS,0TO4,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI OUTPATIENTS,5TO14,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI OUTPATIENTS,15TO64,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI OUTPATIENTS,65TO,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI OUTPATIENTS,UNKNOWN,,,,,
United Kingdom of Great Britain and Northern Ireland,2009,32,ILI OUTPATIENTS,ALL,,,,,
